Gene dn_damaging_DD dn_lof_DD X1 X2 BF qvalue
DNER 0 0 0.714753062493882 0.282529741155098 0.20193899773621 0.959750355926821
ANKRD18A 0 0 0.999980729074914 0.20176758845079 0.201763700202708 0.959752842939066
AGXT2L2 0 0 0.41455866116555 0.486654346760316 0.201746774443352 0.959755329626734
PPP4C 0 0 0.399455552674097 0.504981352797895 0.201717605371996 0.959757816015795
LRFN5 0 0 0.433397526533448 0.465431998342947 0.201717076851353 0.959760302045732
LGI2 0 0 0.446324468911492 0.451797878672012 0.201648448253625 0.959762787860662
SCARB1 0 0 0.478937428571769 0.420814208627949 0.201543674986734 0.959765273537076
TM7SF3 0 0 0.629063070043783 0.320369370431581 0.201532539711684 0.959767758876979
PAX9 0 0 0.342966276748602 0.58729255705785 0.201421541656297 0.959770244091621
POU2F2 0 0 0.461492277175131 0.436404330196413 0.20139722811143 0.959772728997733
IGLON5 0 0 0.434444503916871 0.463550654460909 0.20138703411761 0.959775213565529
SLC17A9 0 0 0.467680536708533 0.430495317150627 0.201334280975515 0.95977769788506
UFSP2 0 0 0.492488945439869 0.408776550365736 0.201317932210168 0.959780181879421
NARF 0 0 0.558340137938596 0.360541617645438 0.201304856528758 0.959782665541762
CCDC181 0 0 0.649221095336752 0.310039667092862 0.20128429226787 0.959785148887985
HIATL1 0 0 0.504259490454793 0.399024161282437 0.201211720247433 0.959787632028084
RCL1 0 0 0.542627437933706 0.370621257887113 0.201109263611052 0.959790115025265
DNAJB12 0 0 0.452069294657201 0.444763168855948 0.20106377203421 0.959792597759172
MIER3 0 0 0.55711831838733 0.360870483678496 0.201047557022586 0.959795080167998
KNG1 0 0 0.763008509793742 0.263452252547965 0.201016310618427 0.959797562283573
SCARB2 0 0 0.582213979540338 0.345118380274728 0.200932745592265 0.959800044216506
ETAA1 0 0 0.702613230212092 0.285966709196941 0.200923993281985 0.959802525808777
STUB1 0 0 0.521003015736713 0.385405794928821 0.200797581440321 0.959805007309027
MICU3 0 0 0.691646648133346 0.290288475628077 0.200777051159898 0.959807488493607
CMAS 0 0 0.592044441524584 0.339063669190104 0.200740760666931 0.959809969395876
ARHGEF33 0 0 0.999980729074914 0.200701708254606 0.200697840547021 0.959812450029899
ZNF536 0 0 0.632749225249614 0.317152947368901 0.200678281733304 0.959814930346394
RBM23 0 0 0.678639920649806 0.295667864758462 0.20065201627838 0.959817410359593
ISM2 0 0 0.537305992751566 0.373261845673289 0.200555826545768 0.959819890217224
SAMD8 0 0 0.489757851642101 0.40946572485746 0.200539053727266 0.959822369751626
BACE1 0 0 0.54458828310799 0.368084796329268 0.20045466727111 0.95982484910563
SPOCD1 0 0 0.999980729074914 0.200405850419943 0.200401988413813 0.959827328212333
MNS1 0 0 0.6395107381738 0.313342782943376 0.200386074421551 0.959829806994173
ASCC1 0 0 0.574396131722554 0.348817477775537 0.200359409911487 0.959832285473914
RAD51 0 0 0.598162567661404 0.334917572964 0.200335155399072 0.959834763646535
TRIM49D2P 0 0 0.999980729074914 0.200307997768376 0.200304137647957 0.959837241526379
IMP4 0 0 0.572917624734939 0.349601343926966 0.20029277156678 0.959839719072032
MPPE1 0 0 0.523222419986468 0.382791990273926 0.20028535150256 0.959842196275239
COPS4 0 0 0.495974293280043 0.403793027867072 0.20027096162778 0.959844673150784
EPB41L1 0 0 0.999980729074914 0.200232078883592 0.2002282202262 0.959847149758561
MBOAT1 0 0 0.595546404018069 0.336126312857437 0.200178816918099 0.959849626112684
DCBLD1 0 0 0.694378931667711 0.288258650591252 0.200160733841529 0.95985210214713
ATXN7L1 0 0 0.697858112193979 0.286785571830051 0.20013563776179 0.959854577876763
SLC17A7 0 0 0.444544656092867 0.450106517364357 0.200092446966896 0.959857053339819
TAGAP 0 0 0.641892574526146 0.31170245122125 0.200079488900519 0.959859528472586
SH2B3 0 0 0.480899710316598 0.415894295790084 0.200003446367777 0.959862003408193
EXOC3L4 0 0 0.7323523397695 0.272975472341667 0.199914225869104 0.959864478174476
TTC30A 0 0 0.430351922846372 0.464507297677538 0.199901608731701 0.959866952609922
PSMD13 0 0 0.582285341081865 0.343256398935616 0.199873169332758 0.959869426747969
SFPQ 0 0 0.999980729074914 0.19978403522547 0.199780185202294 0.959871900724782
FMO3 0 0 0.456541386053044 0.4375734055383 0.199770369064406 0.959874374365039
SEPT3 0 0 0.460916957659887 0.433362988024331 0.199744350002573 0.959876847702974
GCC1 0 0 0.553856891540536 0.360625661436756 0.199735007853111 0.959879320703494
PCYT1A 0 0 0.528062211477515 0.37819335585574 0.199709619859285 0.959881793400498
NBPF15 0 0 0.999980729074914 0.199669656515215 0.199665808696222 0.959884265832885
CPB2 0 0 0.546389634572785 0.365400316745942 0.199650945539595 0.959886737939698
MARCH7 0 0 0.791192266896572 0.252280964545907 0.19960274823393 0.959889209791262
QTRTD1 0 0 0.514419510368986 0.38797720864377 0.199583045704854 0.959891681327582
LGMN 0 0 0.485542165753008 0.411048150548178 0.199581209245931 0.959894152511078
PNPLA2 0 0 0.405804042995685 0.491791035497518 0.199570790513927 0.959896623359909
NRG3 0 0 0.943266519454914 0.211552550228624 0.199550437735965 0.959899093895079
MCMDC2 0 0 0.628684207587395 0.317386944842929 0.199536159917161 0.959901564103857
CTSD 0 0 0.385960032165139 0.516912573740742 0.199507593587541 0.959904034016414
ADAD1 0 0 0.605091733351348 0.329551219692198 0.199408718751603 0.959906503780923
TTLL6 0 0 0.988605282080942 0.201612012331551 0.19931470032194 0.959908973387186
PIGS 0 0 0.449155273871695 0.443609139120518 0.199249384373663 0.959911442774785
ACBD4 0 0 0.76323846290848 0.261048254788541 0.199242068729748 0.959913911821613
SHPK 0 0 0.498364518068363 0.399624271479651 0.199158557464377 0.959916380688207
NSUN4 0 0 0.608614215639658 0.327154722986222 0.199111015123069 0.959918849298864
SLC2A2 0 0 0.543406786245655 0.366234496233844 0.199014310610729 0.959921317757159
ECHDC2 0 0 0.514539333645142 0.386543530689329 0.198891850705728 0.959923786117354
C17orf85 0 0 0.854503898967498 0.232684227179303 0.198829579352953 0.959926254252752
SGOL2 0 0 0.847943197585812 0.234482882289196 0.198828164987438 0.959928722035284
KCNJ14 0 0 0.304694935545103 0.652548252869704 0.198828147848204 0.959931189462084
KLHL21 0 0 0.447942733750404 0.443749437582776 0.198774336171033 0.959933656646463
LINGO1 0 0 0.375649595501565 0.529026483234393 0.198728584436615 0.959936123571511
CDRT1 0 0 0.926339964775789 0.214510804565566 0.198709931145292 0.959938590180249
TIA1 0 0 0.638884628480707 0.311022940484186 0.198707775780216 0.959941056438028
KIAA0391 0 0 0.586985906743326 0.338395004925595 0.198633098803662 0.959943522497533
RANGAP1 0 0 0.493355221238259 0.402610623788696 0.198630053372145 0.959945988208081
STOX1 0 0 0.921825861633447 0.215430479944304 0.198589387796765 0.959948453648902
TRAF3IP3 0 0 0.862280242968272 0.230242463154743 0.198533527070685 0.959950918852023
PARVA 0 0 0.549529889234832 0.361098299139456 0.198434308328991 0.959953383908712
GPR115 0 0 0.562458505388124 0.352708997348993 0.198384175485858 0.959955848715743
KIAA1522 0 0 0.686698516746831 0.288845569389077 0.198349824068373 0.959958313239973
ZNF384 0 0 0.568502930960707 0.348765485944402 0.198274200977328 0.959960777568274
FBXO3 0 0 0.707824650211191 0.279934201054246 0.198144327943371 0.959963241814785
ACY1 0 0 0.434838383491985 0.455649261104253 0.198133788137891 0.959965705728563
ANKRD18B 0 0 0.999980729074914 0.198137352349688 0.198133534059614 0.959968169288048
PTGIS 0 0 0.497010533552439 0.398594196704857 0.198105514375186 0.959970632551702
CLK1 0 0 0.658843621178886 0.300628013202405 0.198066848846086 0.959973095541973
EXOSC9 0 0 0.537387029712233 0.368562091696325 0.198060487721215 0.959975558191
P2RX3 0 0 0.450853319060556 0.439255929750198 0.198039993844907 0.959978020528571
SLC22A15 0 0 0.53692798967806 0.368827253490428 0.198033675755096 0.959980482524951
POU6F2 0 0 0.645267096689965 0.306890156177911 0.19802612007965 0.959982944182816
FLOT2 0 0 0.455290089163336 0.4348102262949 0.197964786698935 0.959985405615272
MLST8 0 0 0.479677651104564 0.412622842300876 0.197925955786973 0.959987866775075
GTPBP5 0 0 0.384591379969391 0.514572379826354 0.197900101651551 0.959990327635012
MPEG1 0 0 0.449076941698623 0.440630802654598 0.197877133274336 0.959992788189083
GABRA4 0 0 0.468317326692509 0.422527790169797 0.197877085145613 0.959995248389194
NBPF3 0 0 0.999980729074914 0.197839262313382 0.197835449767779 0.9599977083228
RABGEF1 0 0 0.566004283394575 0.349455148991565 0.197793111183515 0.960000167991436
CHRM3 0 0 0.504038422498796 0.392276416515424 0.197722386163915 0.960002627454795
GGT1 0 0 0.635953619691586 0.310861084872245 0.197693232145757 0.960005086625594
OGFOD1 0 0 0.522882925046727 0.377916246923051 0.197605952613806 0.960007545625991
KLC3 0 0 0.61384734833788 0.321855119307867 0.197569911536106 0.960010004348404
ALDH3A1 0 0 0.429422034538957 0.460022373146706 0.197543743410098 0.960012462772155
ALG6 0 0 0.507984126755324 0.388876780586772 0.197543231801793 0.960014920843429
BPIFB4 0 0 0.800187855150299 0.246832852842585 0.197512651096737 0.960017378625445
SEC14L2 0 0 0.50562423738547 0.390300189597228 0.197345235716503 0.960019836405592
NUP54 0 0 0.669673418497052 0.294550203854898 0.197252441934513 0.960022294027194
CD6 0 0 0.615654857726259 0.320381490984456 0.197244421250162 0.9600247513123
SLCO4C1 0 0 0.599702975863805 0.32890164551199 0.197243295580043 0.960027208246508
C11orf63 0 0 0.727739933549462 0.271002317566535 0.197219208577621 0.960029664878095
TGFB1 0 0 0.434201412292101 0.454098138496123 0.197170053054231 0.960032121259747
SLC22A4 0 0 0.484498962004115 0.406930101515977 0.19715721179272 0.960034577315297
FAM198B 0 0 0.532475750539632 0.370254529521536 0.197151558497678 0.960037033029729
MCOLN2 0 0 0.486143682291712 0.405286711543486 0.197027574333649 0.960039488651452
THUMPD3 0 0 0.587160568035749 0.335443027848789 0.196958918775326 0.960041944064378
ADSS 0 0 0.489811249563918 0.401957065031903 0.196883092294322 0.960044399283602
GTF2H2 0 0 0.554866635157225 0.35477822953888 0.196854602451276 0.960046854209842
HAS2 0 0 0.49525638420844 0.397463638896087 0.196846404654005 0.960049308800588
RAPGEFL1 0 0 0.586525697179055 0.33559396241091 0.196834482772141 0.960051763063725
CCDC38 0 0 0.665080575080858 0.295915070352108 0.196807365164873 0.9600542170312
ASAH1 0 0 0.542461770423741 0.362748369463983 0.196777122717758 0.960056670709633
SLC30A6 0 0 0.772634786670215 0.254671863594072 0.196768340998912 0.960059124054071
XRRA1 0 0 0.768671057169626 0.255713725968743 0.196559740073178 0.960061577483677
MCPH1 0 0 0.684449103899443 0.28714280727055 0.196534637127498 0.960064030613602
ZUFSP 0 0 0.599798239102964 0.327489251384727 0.196427476305708 0.960066483615991
ZBTB47 0 0 0.530476847208517 0.370241952081517 0.19640478344453 0.96006893631375
AP3M2 0 0 0.435748051554597 0.450611523201425 0.19635309324307 0.960071388767746
GNL3 0 0 0.610079256553008 0.321820911340237 0.196336262333663 0.960073840904944
RRNAD1 0 0 0.534166072151032 0.367397301768079 0.196251173604342 0.960076292868514
HEXDC 0 0 0.518011189156485 0.378849883815819 0.196248478827228 0.960078744485769
GLMN 0 0 0.686708498151264 0.285761023180681 0.196234523058574 0.960081195780387
FAM83D 0 0 0.481576889180581 0.407379645887756 0.196184622582112 0.960083646827781
OLFM1 0 0 0.409155951421187 0.479442685510229 0.196166828141867 0.960086097560713
PSTPIP2 0 0 0.691508382155718 0.283652426427935 0.196148030493725 0.960088547981352
GPATCH2L 0 0 0.86581835485014 0.226529885564492 0.196133732843839 0.960090998080336
CCDC73 0 0 0.977674455757015 0.200550449592048 0.19607305165673 0.960093447954929
LHX6 0 0 0.479457598520212 0.408851641030748 0.19602702595965 0.960095897574472
PIDD 0 0 0.881011970197152 0.222431453300506 0.195964772906095 0.960098346973018
AGPAT6 0 0 0.526029730286378 0.372477194275938 0.195934078042799 0.960100796084501
SWAP70 0 0 0.639866321306881 0.306200249188304 0.19592722703137 0.960103244859034
SPON2 0 0 0.377540789135882 0.518785027389581 0.195862508632543 0.960105693417903
SLC23A3 0 0 0.720536440280081 0.271779721205257 0.195827192857549 0.960108141699571
PPOX 0 0 0.447400241196156 0.437640599742807 0.195800509882162 0.960110589686016
LIMS2 0 0 0.434053312135268 0.4509599418901 0.195740656417726 0.96011303744677
PGLYRP2 0 0 0.466260845125291 0.419699825805322 0.195689595478927 0.96011548496347
SLC39A6 0 0 0.704507349537124 0.277721417899962 0.195656780034394 0.960117932197962
ALDH1A1 0 0 0.482277461654621 0.405688711713499 0.19565452210712 0.960120379086324
RNF207 0 0 0.854400812982394 0.228992766537617 0.195651605896828 0.960122825630009
ECM2 0 0 0.571829126685848 0.342118468555113 0.19563330509697 0.960125271861298
EFCAB4B 0 0 0.764945170494511 0.255672690460165 0.195575589794841 0.960127717862771
ATG16L2 0 0 0.745179918926902 0.262433231809333 0.195559974403403 0.96013016354635
CPOX 0 0 0.43369716319719 0.450743320251485 0.195486099323152 0.960132609034049
ZNF219 0 0 0.672964254852656 0.29031722331114 0.195373113856474 0.960135054407768
CERS4 0 0 0.548937618217724 0.355514245016975 0.195155142902091 0.960137499887254
SLC38A6 0 0 0.596865368912013 0.326928323415849 0.195132194363387 0.960139945064359
N4BP2L2 0 0 0.99702805827297 0.195626715259416 0.195045324061415 0.96014239007291
DAB1 0 0 0.612387201492879 0.318485411583984 0.195036389916223 0.960144834749867
SLAIN2 0 0 0.507687714633608 0.384140325400854 0.19502332390137 0.960147279103947
ZNF438 0 0 0.611531423180533 0.318864007421838 0.194995360259724 0.960149723166387
ABHD12 0 0 0.553089661530682 0.352465172581402 0.194944843004401 0.960152166984432
NOP9 0 0 0.646259076614456 0.301606510760931 0.194915945145267 0.960154610512909
HHATL 0 0 0.628304447754333 0.309991498458572 0.194769037247551 0.960157053998725
SNX17 0 0 0.58205974401957 0.334565482440508 0.194737099067106 0.960159497201423
USP35 0 0 0.58813543670443 0.331101816619845 0.194732711511343 0.960161940063443
ECM1 0 0 0.717726195246589 0.271283638560221 0.194707373736478 0.960164382628671
GBP1 0 0 0.691509638988591 0.281501800582071 0.194661208495146 0.960166824940725
GMPR2 0 0 0.402235190156323 0.483920405517672 0.194649816333926 0.960169266926949
CMIP 0 0 0.847987870644968 0.229533307710826 0.1946414608478 0.960171708581064
C17orf53 0 0 0.580340878029977 0.335250778310268 0.194559731044814 0.960174150056543
SUCLA2 0 0 0.489258308009715 0.397463885723995 0.194462508224289 0.960176591385816
UROD 0 0 0.463516790516417 0.419437527382168 0.194416336514324 0.960179032462196
GTF2H2C 0 0 0.548355871123554 0.354451994166863 0.194365832032851 0.960181473294795
CTSB 0 0 0.409277026814622 0.474827804938662 0.194336112254209 0.960183913840223
PCDHGB7 0 0 0.682708209918263 0.284635043593172 0.194322681091502 0.960186354064499
RTN2 0 0 0.785214917656491 0.247403311453026 0.194264770830531 0.960188794060645
VPS36 0 0 0.593304965672301 0.327327285642082 0.194204903971483 0.960191233832799
SCAND3 0 0 0.995491968285584 0.195022422407366 0.194143255142132 0.960193673384735
SLC17A5 0 0 0.480391623767417 0.404101531995786 0.194126991122356 0.960196112621671
PVRL2 0 0 0.701749855742542 0.276610624472717 0.194111465820584 0.960198551542133
MRPL38 0 0 0.541697464004923 0.358284505111488 0.194081807811152 0.960200990175713
TMPRSS13 0 0 0.6213288531505 0.312337726462967 0.19406444137887 0.960203428496795
STK39 0 0 0.7069622772771 0.274497073980293 0.194059076527008 0.960205866480379
FOXO1 0 0 0.412251853455317 0.470343651176785 0.193900041958571 0.960208304447502
C2CD2L 0 0 0.615132140476102 0.315174881511158 0.193874199488261 0.960210742119993
PGAP2 0 0 0.541735409244519 0.357401101650593 0.193616832067126 0.960213179981434
EXD3 0 0 0.921460140390415 0.210084902875543 0.193584864097605 0.960215617561093
AGPAT4 0 0 0.486880800557339 0.397487106459237 0.193528840604093 0.960218054909261
NARS2 0 0 0.59408685337686 0.325724159862799 0.193508441201712 0.960220491951607
BCMO1 0 0 0.451278881383545 0.428763385363816 0.193491860925205 0.960222928680222
INTS10 0 0 0.893816456242522 0.216465784421972 0.193480680329805 0.9602253650839
PAK2 0 0 0.568841804323627 0.339836055932795 0.193312955231036 0.960227801489505
NR1H2 0 0 0.453075688790326 0.426584396377427 0.193275019215908 0.960230237626117
TTLL3 0 0 0.999980729074914 0.193217567800019 0.193213844318744 0.960232673542299
SGMS1 0 0 0.618715949400704 0.312228020696423 0.19318045625469 0.960235109180103
MARCO 0 0 0.628770653616364 0.307182226398624 0.193147169271992 0.960237544539378
CERKL 0 0 0.55825377611907 0.345845584065665 0.193069603258763 0.960239979712588
KY 0 0 0.65544095370093 0.294563198423407 0.193068783699834 0.960242414539626
SNTG2 0 0 0.622752805704807 0.309974349375825 0.193037395770317 0.96024484908435
FZD5 0 0 0.344157613235532 0.560728702680774 0.192979051987272 0.960247283403059
BCL9L 0 0 0.999980729074914 0.19293670172392 0.192932983655195 0.960249717470195
FBXO9 0 0 0.545591095566165 0.353604678931771 0.192923564175707 0.960252151209355
LACE1 0 0 0.513870541225118 0.375414748547794 0.192914580020146 0.960254584619704
CPA6 0 0 0.667412208167962 0.289003377139203 0.192884382104474 0.960257017745558
GALK2 0 0 0.52630717537705 0.366447046811389 0.192863710132564 0.960259450567113
FBXL4 0 0 0.590453298908297 0.326455225469306 0.192756564824204 0.960261883264775
GMCL1 0 0 0.658191681930667 0.292800977452649 0.192719167820503 0.96026431569312
P4HB 0 0 0.410910494256894 0.468892491209185 0.192672845316112 0.960266747870817
TESK1 0 0 0.725876796276673 0.265231978478955 0.192525738808428 0.960269180008068
BRF2 0 0 0.660524345544685 0.29146677373503 0.192520899969351 0.960271611808256
TMPRSS3 0 0 0.498246859368476 0.386372635498304 0.192508952182951 0.960274043286276
BIRC2 0 0 0.542377982358381 0.35484911476084 0.192462346905642 0.960276474514447
ST14 0 0 0.857465213006178 0.224345398768559 0.192368375142039 0.960278905591559
RIC8B 0 0 0.479494409280899 0.401116163921904 0.192332958072753 0.960281336395594
NOLC1 0 0 0.703298591030194 0.273335973061838 0.192236804732258 0.960283767053201
ZNF512 0 0 0.838623540589571 0.229222049294045 0.192231006560169 0.960286197376102
DLST 0 0 0.449867314209474 0.427284034651608 0.192221121073307 0.960288627372885
AGPAT9 0 0 0.643336859534655 0.298652730418258 0.192134309678732 0.960291057203921
ALG12 0 0 0.411897651167715 0.466382092775302 0.19210168856083 0.96029348675633
NSUN7 0 0 0.657609568808433 0.292099883527965 0.192087678455818 0.960295915991396
CNST 0 0 0.618101115933882 0.310766684287699 0.192085234353299 0.96029834488509
GLUD1 0 0 0.396844855051822 0.483823274501041 0.192002777240064 0.960300773604171
TTYH1 0 0 0.603518282997748 0.318096363152911 0.191976970917873 0.960303202030668
NR1D1 0 0 0.49410557812058 0.388357645012708 0.191889678706551 0.960305630292717
SIRT6 0 0 0.44186452016607 0.434254284341206 0.191881560980487 0.960308058225448
SCNN1G 0 0 0.58801136469412 0.326322642789848 0.19188142251745 0.960310485812311
BBS4 0 0 0.5834409941349 0.328828027846686 0.191851751466289 0.960312913114884
MOK 0 0 0.577887592433129 0.33180736028741 0.191747356588084 0.960315340288832
TKTL2 0 0 0.409281377527935 0.46849482968414 0.19174620925784 0.960317767119196
CCT6B 0 0 0.534610161593627 0.358545450508553 0.191682041235037 0.960320193737265
SIRT5 0 0 0.518733047227003 0.369322236219994 0.191579649003088 0.960322620222666
NECAB3 0 0 0.518955298023063 0.369154811319569 0.191574845124994 0.960325046372268
WNT4 0 0 0.34089452726223 0.56176854372226 0.191503822142991 0.960327472323988
PSIP1 0 0 0.796045203132009 0.240561224821663 0.191497609078845 0.960329897942965
CDS2 0 0 0.508725040432683 0.37632968716144 0.191448335317222 0.960332323318896
GHDC 0 0 0.634894326895335 0.301345819797016 0.191322751422749 0.960334748610656
ECSIT 0 0 0.548273098705125 0.348902642248936 0.19129393281223 0.960337173616882
RHCG 0 0 0.500763241921946 0.381974593605044 0.19127883582548 0.960339598309082
MLYCD 0 0 0.378076194370308 0.505556957657569 0.191139050588605 0.960342022946779
C5orf34 0 0 0.625131408629133 0.305618461226156 0.191051699169375 0.960344447420886
METTL2B 0 0 0.461641160871544 0.413784367732034 0.191019895870314 0.96034687161587
PVRL1 0 0 0.551535739199533 0.346186968284528 0.190934485454053 0.960349295643313
EMR1 0 0 0.999980729074914 0.190856606053247 0.190852928069889 0.960351719495239
CES2 0 0 0.521343099987781 0.366040743690147 0.190832816037254 0.96035414304387
VRK2 0 0 0.595829088994514 0.320218637060756 0.190795578798975 0.960356566324891
UPF3A 0 0 0.564134049715413 0.338195560519789 0.190787631151803 0.960358989277442
ENTPD5 0 0 0.575984465013607 0.331136888205617 0.190729703399383 0.960361412005536
RMDN3 0 0 0.617944715193038 0.308614954291303 0.190706980033852 0.960363834436013
KLHL24 0 0 0.486985204374895 0.391575019648403 0.190691240971581 0.960366256554413
GPATCH2 0 0 0.572182444390416 0.333198877541658 0.190650548219929 0.960368678412687
EBF2 0 0 0.616690543783313 0.309142333910882 0.190645154005944 0.960371099937501
ADAM18 0 0 0.662971490817071 0.28751689305828 0.19061550322594 0.960373521179356
GLTSCR2 0 0 0.520051271194268 0.366293106278665 0.190491195549917 0.960375942335088
SESN1 0 0 0.47595366695117 0.399955228312354 0.190360157531557 0.960378363418708
KIAA1467 0 0 0.676486955504553 0.281257809905753 0.190267239535021 0.960380784350998
LIMS1 0 0 0.561647448420388 0.338595585145925 0.190171346443617 0.960383205138176
CHN2 0 0 0.468042636088727 0.406271573689568 0.190152418317581 0.960385625620316
HMGCS1 0 0 0.426548053458982 0.445626676672236 0.190081191503938 0.960388045906169
PLG 0 0 0.999980729074914 0.190076814343605 0.190073151387555 0.960390465864475
RPUSD2 0 0 0.415859420701673 0.456543230462441 0.189857803345381 0.960392885926062
TAF1B 0 0 0.711362865849782 0.266862656158264 0.189836183873027 0.960395305688395
PDE12 0 0 0.417001004098666 0.455221802987958 0.189827948933584 0.96039772512373
GOLGA6L1 0 0 0.999980729074914 0.189810170150025 0.189806512332456 0.960400144259562
FUT11 0 0 0.338895385754815 0.560030580709259 0.189791779683957 0.960402563082029
COL8A2 0 0 0.343551143844894 0.552051005996966 0.189657754570982 0.960404981838988
LSM14A 0 0 0.490333294885385 0.386782115206863 0.189652148952119 0.960407400263723
NUP210L 1 0 6.53133605965469 0.0290353578898658 0.18963967999106 0.96040981837056
GOT1 0 0 0.492326971436267 0.385128465318956 0.189609130944379 0.960412236197115
CSRNP2 0 0 0.43170547062154 0.439207586929277 0.189608318015855 0.960414653681696
NAALADL2 0 0 0.785920320949056 0.241236869515755 0.189592957914568 0.960417070854584
LRRC8B 0 0 0.543109149400531 0.348935105736655 0.189509848472619 0.960419487856513
LRP10 0 0 0.520605300487866 0.364015278356304 0.189508283370858 0.960421904518221
FIGNL1 0 0 0.467476255513416 0.405372941516055 0.189502224786384 0.960424320849109
MLC1 0 0 0.42413435382471 0.446791449120146 0.189499602566979 0.960426736842114
SDCCAG8 0 0 0.796391992667153 0.23779631108535 0.18937907803416 0.960429152742041
TRIM28 0 0 0.76350055866878 0.24802800863638 0.189369523159381 0.960431568318584
IDH1 0 0 0.429272594276861 0.44108863188307 0.189347261314477 0.960433983598183
MRPS9 0 0 0.547188416059102 0.345966980833353 0.189309124250952 0.960436398613849
CES1 0 0 0.537794337950201 0.35198767453344 0.189296978392342 0.960438813311702
GLRA1 0 0 0.442150640636051 0.428126700816796 0.189296495039546 0.960441227667609
JPH2 0 0 0.460131630502881 0.411297966042581 0.189251203737691 0.960443641774615
ZW10 0 0 0.583210722504483 0.324352577434802 0.189165901031942 0.960446055715784
SUOX 0 0 0.403760548926891 0.468281839235389 0.189073732462175 0.960448469505397
PDE7B 0 0 0.580494635945722 0.325705166610471 0.189070102117186 0.96045088295982
ANGPT1 0 0 0.527952342119932 0.358102836707871 0.189061231359712 0.960453296089993
AHRR 0 0 0.555491587760186 0.340308623375428 0.189038577527299 0.960455708924574
CLP1 0 0 0.448457184416883 0.421432363845791 0.188994371312435 0.960458121508326
ZBTB21 0 0 0.606138346269353 0.31171908565602 0.188944891080135 0.96046053385224
SLC27A6 0 0 0.496977644491598 0.380078633066796 0.188890583783123 0.960462945966378
NELFA 0 0 0.451101378740965 0.418684763463142 0.188869274056058 0.960465357782365
FAR1 0 0 0.522052044782869 0.361730760538421 0.188842283199945 0.960467769312044
CPNE8 0 0 0.632934756542633 0.298199245379105 0.188740666775221 0.960470180710199
CYP4V2 0 0 0.491693696931618 0.383839508112022 0.188731466772014 0.960472591785263
GGA3 0 0 0.6608262745355 0.285593062698457 0.188727399656205 0.960475002526664
CDC14B 0 0 0.513546606442745 0.367493996945243 0.18872529501931 0.960477412930407
DHDDS 0 0 0.472922728662316 0.398999878114103 0.188696111093653 0.960479823052689
CERS2 0 0 0.575025527049324 0.328108604105295 0.188670823005065 0.960482232885498
ZSCAN2 0 0 0.44686479841772 0.422178174669465 0.188656564920032 0.960484642406035
ZNF14 0 0 0.999980729074914 0.188629615049622 0.188625979982441 0.960487051648202
CPA5 0 0 0.488838789804942 0.385755450122991 0.188572227398784 0.960489460660064
DDX39A 0 0 0.40254006275347 0.468449682903547 0.188569764752837 0.960491869335397
CABP1 0 0 0.659131597286051 0.286080093677393 0.188564429097324 0.960494277680226
ELN 0 0 0.999980729074914 0.188495902449684 0.188492269959269 0.96049668583306
WDR93 0 0 0.752018698569124 0.250644722449933 0.188489517980018 0.960499093650158
TCP1 0 0 0.436440144413461 0.431872111434731 0.18848632668272 0.960501501132502
HHIP 0 0 0.530088663532503 0.355555235192237 0.188475799435037 0.960503908295358
MBOAT2 0 0 0.563016439539555 0.334542411170617 0.188352877212259 0.960506315371579
L2HGDH 0 0 0.453360547705141 0.415449779544347 0.188348539598205 0.960508722115596
SPRTN 0 0 0.471787563804791 0.399178770514111 0.188327579663444 0.960511128561903
ZNF202 0 0 0.654921935239617 0.287533127747636 0.188311752469982 0.960513534699933
HAPLN3 0 0 0.353567221717059 0.532582208325121 0.188303611733449 0.960515940513837
GAS2L3 0 0 0.560530969754098 0.335859912359525 0.188259882376411 0.960518346077368
SIRT2 0 0 0.489979361567181 0.384021172611277 0.188162448984353 0.960520751501763
PNLIPRP1 0 0 0.487804718667386 0.385601419985242 0.188098192193646 0.96052315671837
PACSIN1 0 0 0.441004186503248 0.426498053389868 0.188087427080417 0.960525561616506
TRMT11 0 0 0.481318962156988 0.390698822567523 0.188050751794157 0.96052796624987
EHD3 0 0 0.366210513628077 0.513482242965769 0.188042595935391 0.96053037055949
NELFE 0 0 0.821185696227501 0.228961902126631 0.18802023900743 0.960532774574826
SLC1A4 0 0 0.34435235607638 0.545836819504846 0.187960194829731 0.960535178373932
TMEM87B 0 0 0.568581743628318 0.330561224933265 0.187951077648469 0.96053758185147
COL8A1 0 0 0.403290452839799 0.465796129661297 0.18785113206213 0.960539985195447
IRF8 0 0 0.466040595386746 0.403012297560077 0.187820091103079 0.960542388263328
TMEM39B 0 0 0.520991808130052 0.360459109226805 0.187796243073021 0.96054479104029
CCDC151 0 0 0.592135225001375 0.317085152668921 0.187757288220207 0.960547193557647
BROX 0 0 0.591044653927434 0.317653211401384 0.187747232401669 0.960549595755674
RPS6KL1 0 0 0.505403446623018 0.371422256318588 0.187718088495912 0.960551997673921
ZC3H3 0 0 0.560532986600963 0.334887466663873 0.187715471864331 0.960554399257582
ZKSCAN5 0 0 0.65942927140996 0.284600908563516 0.187674169776652 0.960556800586735
TMEM145 0 0 0.684016550822244 0.274242106063016 0.187586139479452 0.960559201758069
