Gene mut_lof mut_mis3 dn_lof dn_mis3 cc_case1 cc_case2 cc_control1 cc_control2
G16879 6.34377023034565e-07 1.22233e-06 0 0 0 0 0 0
G16880 6.6781360442641e-07 1.75877e-06 0 0 0 0 0 0
G16881 4.9483382745914e-07 2.98245e-06 0 0 0 0 0 0
G16882 6.550760906111e-07 1.26268e-06 0 0 0 3 0 0
G16883 4.73971243523587e-07 8.01447e-07 0 0 0 0 0 0
G16884 9.15954913376125e-07 6.72265e-07 0 0 0 0 0 0
G16885 3.49778900564058e-07 1.04146e-10 0 0 0 0 0 0
G16886 4.44059708039329e-07 9.88602e-07 0 0 0 1 0 0
G16887 5.73141164869815e-07 1.30487e-06 0 0 0 0 0 0
G16888 6.1319369858507e-07 1.84339e-06 0 0 0 0 0 0
G16889 1.01323195065511e-06 2.64115e-06 0 0 0 0 2 0
G16890 8.70268369044725e-07 1.04146e-10 0 0 0 0 0 0
G16891 1.26017750808695e-06 4.78683e-06 0 0 0 0 0 0
G16892 1.56042815258964e-06 2.53342e-06 0 0 0 1 1 0
G16893 1.45990386681101e-06 5.46097e-06 0 0 0 0 0 0
G16894 1.76722384699698e-06 4.52318e-06 0 0 0 1 0 4
G16895 1.66225343255455e-06 5.24633e-06 0 0 4 1 9 1
G16896 1.99654830247597e-06 8.65781e-06 0 0 7 6 9 6
G16897 6.708333813282e-07 6.46685e-07 0 0 0 4 0 5
G16898 2.24501141074643e-07 1.04146e-10 0 0 0 0 0 0
G16899 1.11502710638573e-06 2.47079e-06 0 0 0 0 0 0
G16900 5.7596471453804e-07 2.16698e-06 0 0 0 0 0 1
G16901 7.87324046994615e-07 1.96981e-06 0 0 0 0 0 0
G16902 2.82455621592958e-06 4.56274e-06 0 0 0 0 0 0
G16903 2.68221445668552e-06 7.99462e-06 0 0 0 0 0 0
G16904 2.9679773295778e-06 5.83056e-06 0 0 0 0 0 0
G16905 1.75257107190117e-06 3.90596e-07 0 0 0 0 0 0
G16906 2.65662344587726e-06 3.60845e-06 0 0 12 0 15 0
G16907 2.02123117502936e-06 3.69023e-06 0 0 0 1 0 0
G16908 1.81038570228905e-06 3.03931e-06 0 0 0 0 0 0
G16909 1.73102876964097e-06 2.39292e-06 0 0 0 0 0 0
G16910 1.34855168039553e-06 5.02096e-06 0 0 0 0 0 0
G16911 9.7925012309274e-07 8.25259e-06 0 0 1 0 2 0
G16912 9.6345247767126e-07 4.56346e-06 0 0 0 0 0 0
G16913 1.17356229653465e-06 2.42342e-07 0 0 0 0 0 0
G16914 4.86959499654709e-07 1.04146e-10 0 0 0 0 0 0
G16915 1.5797190824649e-06 3.13089e-06 0 0 0 0 0 0
G16916 1.92200783092227e-06 5.79418e-06 0 0 0 0 0 0
G16917 7.93311933742165e-07 6.22511e-07 0 0 0 0 0 0
G16918 3.32145168385207e-07 1.04146e-10 0 0 0 0 0 0
G16919 1.43505226965432e-06 1.04146e-10 0 0 0 7 0 16
G16920 4.88321780705017e-07 3.05036e-06 0 0 0 0 0 0
G16921 5.42460932414295e-07 1.73433e-06 0 0 0 0 0 0
G16922 1.36379923294144e-07 1.04146e-10 0 0 0 0 0 0
G16923 3.08975046779066e-07 1.34737e-06 0 0 0 0 0 0
G16924 6.38917249921885e-07 2.45361e-06 0 0 0 0 0 0
G16925 5.4238276075249e-07 2.42684e-06 0 0 0 2 0 1
G16926 7.3866212308692e-07 1.78276e-06 0 0 0 0 2 0
G16927 6.1690181082694e-07 1.20185e-06 0 0 0 0 0 0
G16928 6.913727693099e-07 1.65387e-06 0 0 0 0 0 0
G16929 1.10044898295384e-06 1.83325e-06 0 0 0 0 0 0
G16930 6.3621738255531e-07 2.41662e-06 0 0 0 0 0 0
G16931 7.98278951687525e-07 1.59832e-06 0 0 0 0 0 0
G16932 1.01711521387907e-06 1.0581e-06 0 0 0 0 0 1
G16933 1.20326589624093e-06 1.49388e-06 0 0 0 0 0 0
G16934 2.39300124273804e-07 9.69476e-07 0 0 0 4 0 15
G16935 4.8532702556168e-07 1.04146e-10 0 0 0 0 0 0
G16936 9.55668930299655e-07 7.48249e-07 0 0 0 0 0 0
G16937 1.29490471813468e-06 6.66365e-06 0 0 0 1 0 0
G16938 3.21918548002238e-07 1.04146e-10 0 0 0 0 0 0
G16939 8.2573895144914e-07 1.02873e-06 0 0 0 0 0 0
G16940 7.6587124094573e-07 1.55256e-06 0 0 0 0 0 0
G16941 1.076159265187e-06 2.26895e-06 0 0 0 0 0 0
G16942 3.36852962851548e-07 9.50408e-07 0 0 0 0 0 0
G16943 1.0472974455308e-06 1.84042e-06 0 0 0 0 0 0
G16944 9.2667284603531e-07 5.72717e-07 0 0 0 0 0 0
G16945 4.28022275681329e-07 9.73726e-07 0 0 4 0 6 0
G16946 8.8987291173363e-07 1.04146e-10 0 0 0 0 0 0
G16947 1.35675860878479e-06 1.04146e-10 0 0 0 0 0 0
G16948 5.06518065029465e-07 2.73782e-06 0 0 0 0 1 0
G16949 1.02479383754174e-06 9.12902e-07 0 0 0 0 0 0
G16950 1.39047917351588e-06 1.40688e-06 0 0 0 0 0 0
G16951 3.14616515183546e-07 1.40231e-06 0 0 0 0 0 0
G16952 1.07396883933547e-06 4.07788e-06 0 0 0 0 0 0
G16953 3.47500697908008e-07 1.04146e-10 0 0 0 0 0 0
G16954 4.84389065869866e-07 1.04146e-10 0 0 0 0 0 0
G16955 4.46150950227286e-07 1.04146e-10 0 0 1 0 0 0
G16956 4.25707488740177e-07 1.19311e-06 0 0 0 0 0 0
G16957 5.36524486049025e-07 7.202e-07 0 0 0 0 0 0
G16958 4.25099610922142e-07 1.04146e-10 0 0 0 0 0 0
G16959 3.55251828763855e-07 7.2527e-07 0 0 0 0 0 0
G16960 7.14780963091335e-07 4.2252e-06 0 0 0 0 0 0
G16961 8.42779555193065e-07 8.15124e-07 0 0 0 0 0 0
G16962 4.71199921908159e-06 4.39427e-06 0 0 0 0 0 0
G16963 1.95210793521437e-06 3.40444e-06 0 0 0 0 0 0
G16964 2.08980730079038e-06 2.99232e-06 0 0 0 0 0 0
G16965 1.89783447382562e-06 5.57777e-06 0 0 0 0 0 0
G16966 1.85001796352914e-06 7.49893e-06 0 0 0 8 0 9
G16967 1.67149875963962e-06 6.62492e-06 0 0 0 1 0 6
G16968 1.23254812337512e-07 1.04146e-10 0 0 0 5 0 13
G16969 7.3352310618794e-07 2.41266e-07 0 0 1 0 4 0
G16970 1.21316997562367e-06 2.50306e-06 0 0 0 0 0 0
G16971 6.2823019402083e-07 1.97135e-06 0 0 0 0 0 0
G16972 4.85666396035138e-07 1.48786e-06 0 0 1 5 1 0
G16973 5.2759257816746e-07 3.98169e-07 0 0 0 0 0 1
G16974 2.38673867911001e-07 7.04429e-07 0 0 0 0 0 0
G16975 3.11063659466364e-07 1.04146e-10 0 0 0 0 1 0
G16976 9.7596824394091e-07 2.86614e-07 0 0 1 0 2 0
G16977 9.1195264246885e-07 1.94936e-06 0 0 0 0 0 0
G16978 1.77518283865201e-06 2.07144e-06 0 0 16 0 23 0
G16979 6.13027840863565e-07 2.2891e-06 0 0 0 0 0 0
G16980 3.56100733964768e-07 1.04146e-10 0 0 0 0 0 0
G16981 3.25042749044577e-07 5.9361e-07 0 0 0 0 0 0
G16982 3.501793216196e-07 5.55709e-07 0 0 2 0 2 0
G16983 1.69729838614235e-07 1.04146e-10 0 0 0 3 0 1
G16984 6.71518386444115e-07 1.749e-06 0 0 6 0 2 0
G16985 6.46762895473445e-07 1.61434e-06 0 0 6 0 10 0
G16986 5.8383188689886e-07 1.04146e-10 0 0 0 0 0 0
G16987 6.08005750477265e-07 4.6636e-06 0 0 0 1 0 4
G16988 9.9871562089692e-07 7.49211e-06 0 0 0 0 0 0
G16989 4.48698597345409e-07 1.04146e-10 0 0 1 0 1 0
G16990 3.53168234690593e-07 1.04146e-10 0 0 0 0 0 0
G16991 5.74375850318665e-07 1.04146e-10 0 0 0 0 0 0
G16992 2.45222007250159e-07 1.04146e-10 0 0 0 0 0 0
G16993 3.3116580897639e-07 7.63816e-07 0 0 0 0 0 0
G16994 4.92505291995542e-07 1.04146e-10 0 0 0 0 0 0
G16995 1.49434152421331e-06 5.06663e-06 0 0 0 0 0 0
G16996 1.55702309948466e-06 2.46812e-06 0 0 0 0 0 0
G16997 2.84905536333432e-07 1.04146e-10 0 0 5 0 6 0
G16998 6.34003657992645e-07 4.2264e-07 0 0 0 2 0 2
G16999 6.8469110327291e-07 2.95165e-06 0 0 0 0 0 0
G17000 2.73738182273042e-07 1.04146e-10 0 0 0 0 0 0
G17001 1.72613406399285e-07 1.04146e-10 0 0 0 0 0 0
G17002 9.54306716943075e-07 1.04146e-10 0 0 0 0 0 0
G17003 7.3196517525384e-07 2.25467e-06 0 0 0 0 0 0
G17004 3.3934208470248e-07 9.70661e-07 0 0 7 0 9 0
G17005 3.02428113082015e-07 9.28838e-07 0 0 0 0 0 0
G17006 2.39873844305218e-07 1.76979e-07 0 0 0 0 1 0
G17007 5.387056936053e-07 6.54542e-07 0 0 0 0 0 0
G17008 7.8265838291472e-07 1.62583e-06 0 0 0 0 0 0
G17009 3.05870538156484e-07 1.46949e-07 0 0 0 0 0 0
G17010 1.12357150874876e-06 4.25561e-06 0 0 0 0 0 0
G17011 6.45255885708405e-07 1.059e-07 0 0 0 0 0 0
G17012 7.4631824022723e-07 1.23616e-07 0 0 0 0 0 0
G17013 5.0310936170895e-07 1.66307e-06 0 0 0 0 0 0
G17014 7.9226910967617e-07 2.1281e-06 0 0 0 0 0 0
G17015 8.1782914460051e-07 1.04146e-10 0 0 0 0 0 0
G17016 2.89912611825724e-07 1.01229e-06 0 0 0 0 0 0
G17017 4.98449884179917e-07 6.61437e-07 0 0 0 0 0 0
G17018 4.56158585187702e-07 9.1469e-07 0 0 9 0 8 0
G17019 1.02703797617768e-06 5.69899e-06 0 0 0 0 0 0
G17020 1.54174155583104e-06 3.38341e-06 0 0 0 0 0 0
G17021 5.5582407840267e-07 1.32352e-06 0 0 2 0 4 0
G17022 1.45194187403672e-06 1.87092e-06 0 0 0 1 0 2
G17023 9.5914920744836e-07 1.04146e-10 0 0 0 0 0 0
G17024 8.9441956682568e-07 2.61524e-06 0 0 0 0 0 0
G17025 1.14173709288549e-06 1.79674e-06 0 0 0 0 0 0
G17026 6.09223259912475e-07 1.04146e-10 0 0 0 0 0 0
G17027 5.4869633574947e-07 7.08461e-07 0 0 0 0 0 0
G17028 8.5663791111624e-07 1.04146e-10 0 0 0 0 0 0
G17029 1.06722671350513e-06 1.04146e-10 0 0 0 0 0 0
G17030 7.06247263688225e-07 2.53356e-06 0 0 0 0 0 0
G17031 4.72846809472168e-07 1.04146e-10 0 0 0 0 0 0
G17032 3.20053557962176e-07 1.04146e-10 0 0 0 0 0 0
G17033 1.18877099153922e-06 1.04146e-10 0 0 0 0 0 0
G17034 1.19807433081153e-06 1.04146e-10 1 0 0 0 0 0
G17035 1.05330656132482e-06 1.23191e-06 0 0 0 0 1 0
G17036 1.49763240991924e-06 2.14977e-06 0 0 0 0 0 0
G17037 1.17256588554787e-06 2.1523e-07 0 0 0 0 0 0
G17038 5.659577357095e-07 1.04146e-10 0 0 0 0 0 0
G17039 9.6657588771006e-07 2.24163e-06 0 0 0 0 0 0
G17040 2.27541687584783e-07 1.04146e-10 0 0 0 0 0 0
G17041 5.6896812589933e-07 1.6916e-06 0 0 0 0 0 0
G17042 3.44622786281629e-06 9.58212e-06 0 0 0 0 0 0
G17043 6.05830971170045e-07 1.15475e-06 0 0 0 0 0 0
G17044 7.6646726423858e-07 1.04146e-10 0 0 0 0 0 0
G17045 6.51154663911885e-07 1.43295e-06 0 0 0 0 0 0
G17046 1.42379871026573e-06 1.70206e-06 0 0 0 0 0 1
G17047 8.0442055745986e-07 3.29091e-07 0 0 0 0 0 0
G17048 1.44490977975619e-07 1.04146e-10 0 0 0 0 0 0
G17049 5.82484465431525e-07 1.04146e-10 0 0 0 7 0 3
G17050 7.55744150413195e-07 1.04146e-10 0 0 0 0 0 1
G17051 8.0568529227772e-07 1.04146e-10 0 0 1 0 0 0
G17052 4.34435843756066e-07 8.39724e-08 0 0 0 0 0 0
G17053 6.60880675543005e-07 6.65758e-07 0 0 2 0 5 0
G17054 1.76177344215558e-06 2.64274e-06 0 0 0 0 0 0
G17055 2.15226352998977e-07 3.44371e-07 0 0 0 0 0 0
G17056 5.97890601340705e-07 1.04146e-10 0 0 0 0 1 0
G17057 2.17648325682731e-07 1.04146e-10 0 0 0 0 0 0
G17058 2.10839891080376e-06 3.09673e-06 0 0 0 0 0 0
G17059 2.91576652726087e-07 1.04146e-10 0 0 0 0 0 0
G17060 4.92646067976031e-07 5.27349e-07 0 0 0 6 0 7
G17061 5.46688414925185e-07 1.04146e-10 0 0 0 0 0 0
G17062 7.15702023870995e-07 7.73632e-07 0 0 0 0 0 0
G17063 5.2352819990113e-07 1.04146e-10 0 0 2 0 3 0
G17064 4.2814231019361e-07 6.22677e-07 0 0 0 7 0 8
G17065 3.87032200492941e-07 1.04146e-10 0 0 4 0 5 0
G17066 3.80889519015095e-07 1.04146e-10 0 0 0 0 0 0
G17067 6.66390535598955e-07 2.61626e-06 0 0 1 0 1 1
G17068 4.75816600804417e-07 1.66629e-06 0 0 4 0 8 0
G17069 3.9964839282977e-07 1.04146e-10 0 0 0 0 0 0
G17070 8.35556819292185e-07 1.04146e-10 0 0 0 0 0 0
G17071 3.43878661831653e-07 1.60832e-06 0 0 0 0 0 0
G17072 7.0391882536728e-07 8.83897e-07 0 0 0 0 0 0
G17073 1.27642085828065e-06 1.15448e-06 0 0 0 0 0 0
G17074 1.99406661929499e-06 4.0046e-07 0 0 0 0 0 0
G17075 2.12663753991202e-07 1.04146e-10 0 0 0 0 0 0
G17076 5.8840943786497e-07 1.06085e-06 0 0 0 0 0 0
G17077 6.14984253240245e-07 1.04146e-10 0 0 0 0 0 0
G17078 1.30344532024582e-06 1.92153e-06 0 0 0 0 0 0
G17079 1.4689379512047e-06 1.38768e-06 0 0 0 0 0 0
G17080 3.00247374500176e-07 1.04146e-10 0 0 0 0 0 0
G17081 3.96938085472099e-07 1.04146e-10 0 0 0 0 1 0
G17082 4.48333325840658e-07 1.04146e-10 0 0 0 0 0 0
G17083 9.710894721766e-07 4.77977e-07 0 0 0 0 0 0
G17084 4.58057114667406e-07 6.42591e-07 0 0 0 0 0 0
G17085 3.95554966516975e-07 1.16367e-06 0 0 0 0 1 0
G17086 3.60361803453979e-07 1.04146e-10 0 0 0 0 0 0
G17087 2.05083046025059e-06 3.49324e-06 0 0 0 0 0 0
G17088 6.817771518323e-07 1.86397e-06 0 0 0 0 0 0
G17089 6.59832169496405e-07 1.04146e-10 0 0 0 0 0 0
G17090 9.5132938332854e-07 1.04146e-10 0 0 0 0 0 0
G17091 9.30791198642555e-07 1.04146e-10 0 0 0 21 0 42
G17092 3.04960337273264e-07 1.04146e-10 0 0 0 0 0 0
G17093 3.80602747321912e-07 6.79476e-07 0 0 0 0 0 0
G17094 5.3325187757036e-07 1.04146e-10 0 0 0 0 0 0
G17095 8.02809704884985e-07 5.01366e-07 0 0 0 0 0 0
G17096 2.22609857591243e-07 1.04146e-10 0 0 0 0 0 0
G17097 7.23480690786455e-07 1.04146e-10 0 0 0 0 0 0
G17098 2.7392221949442e-07 6.24431e-07 0 0 0 4 0 2
G17099 2.33840715767521e-07 1.04146e-10 0 0 0 0 0 0
G17100 1.0831796506361e-06 4.13943e-06 0 0 0 0 0 0
G17101 8.54542426186615e-07 2.19949e-06 0 0 0 0 0 0
G17102 1.96590109498136e-06 3.50222e-06 0 0 0 0 0 0
G17103 1.08313510737009e-06 3.79724e-06 0 0 0 0 0 0
G17104 5.2787266846472e-07 4.51236e-06 0 0 0 0 0 0
G17105 9.1129320992256e-08 1.04146e-10 0 0 0 7 0 14
G17106 7.5904918468934e-07 2.04757e-06 0 0 0 0 0 0
G17107 2.35731664079343e-07 1.00991e-06 0 0 0 0 0 0
G17108 6.8326023000635e-07 1.82451e-06 0 0 0 0 0 0
G17109 6.8573415648416e-07 1.54127e-06 0 0 0 0 0 0
G17110 1.34674599289798e-06 2.51652e-06 0 0 0 0 0 0
G17111 1.39782063550632e-06 3.58011e-06 0 0 0 0 0 0
G17112 9.18211710788205e-07 1.28808e-06 0 0 0 0 0 0
G17113 6.2726916566793e-07 1.95133e-06 0 0 0 0 0 0
G17114 7.289968060551e-07 1.95745e-06 0 0 0 0 0 0
G17115 2.84437226621648e-07 5.61237e-07 0 0 0 0 0 0
G17116 1.11661919239816e-06 2.14902e-06 0 0 4 0 1 0
G17117 1.47771280070213e-06 1.10969e-06 0 0 0 0 0 0
G17118 1.58839889296878e-07 1.04146e-10 0 0 0 0 0 0
G17119 8.5114318198558e-07 1.41785e-06 0 0 3 0 4 0
G17120 6.4427008829208e-07 1.71437e-06 0 0 0 4 0 6
G17121 1.91015022084048e-06 2.0472e-06 0 0 0 0 0 0
G17122 1.18294125021163e-06 3.01262e-06 0 0 0 0 0 0
G17123 6.7727454359085e-07 1.76253e-06 0 0 0 2 0 1
G17124 6.30256001507615e-07 1.15694e-06 0 0 2 0 3 0
G17125 6.11228143532305e-07 2.14782e-06 0 0 0 0 0 0
G17126 1.56647994834104e-07 1.04146e-10 0 0 0 0 0 0
G17127 3.84681321552143e-07 1.77732e-07 0 0 0 0 0 0
G17128 4.12344338069952e-07 1.14789e-06 0 0 0 0 0 0
G17129 4.5355712839328e-07 2.52991e-06 0 0 0 0 0 0
G17130 4.15125589158531e-07 1.92916e-06 0 0 0 0 0 0
G17131 9.7279583077438e-07 1.31707e-06 0 0 4 0 4 0
G17132 1.05315789815007e-06 2.515e-06 0 0 0 0 0 0
G17133 5.85274525549805e-07 1.04146e-10 0 0 0 0 0 0
G17134 6.0604816173773e-07 1.04146e-10 0 0 0 0 0 0
G17135 1.67501606179156e-06 5.9435e-06 0 0 0 0 0 0
G17136 8.30082263748915e-07 1.81643e-06 0 0 0 0 0 0
G17137 9.71208269647765e-07 1.50946e-06 0 0 0 0 0 0
G17138 2.96202672894011e-07 4.02184e-07 0 0 0 0 0 0
G17139 4.00437530718292e-07 1.04146e-10 0 0 0 0 0 0
G17140 1.37985571398588e-06 4.11114e-06 0 0 0 0 1 0
G17141 1.98167711885586e-06 7.11202e-06 0 0 0 0 0 0
G17142 2.22836584254565e-06 8.67734e-06 0 0 0 0 0 0
G17143 2.01484582078204e-06 6.35508e-06 0 0 1 0 1 0
G17144 5.0623669563271e-07 1.99379e-06 0 0 0 0 0 0
G17145 4.57060805946049e-07 1.09099e-06 0 0 0 0 0 0
G17146 8.0712476544571e-07 2.49849e-06 0 0 0 0 0 0
G17147 3.33217721277926e-06 6.31435e-06 0 0 0 0 0 0
G17148 6.7903129313003e-07 2.14422e-06 0 0 0 17 0 26
G17149 3.46231693947327e-07 8.42217e-07 0 0 0 0 0 0
G17150 8.02934140148955e-07 1.22559e-06 0 0 0 0 0 0
G17151 9.0601941859354e-07 8.25637e-07 0 0 0 0 0 0
G17152 4.11383815898179e-07 1.27976e-06 0 0 0 0 0 0
G17153 3.19169486640933e-07 1.04146e-10 0 0 0 0 0 0
G17154 4.12852684399187e-07 2.2685e-06 0 0 0 0 0 0
G17155 5.3960288341228e-07 1.99449e-06 0 0 0 0 0 0
G17156 8.47771254590165e-07 4.8932e-07 0 0 0 0 0 0
G17157 8.0940591363057e-07 5.40826e-07 0 0 0 0 0 0
G17158 3.18114133387834e-07 1.39112e-06 0 0 0 0 0 0
G17159 6.8718641951853e-07 3.05461e-06 0 0 0 0 0 0
G17160 4.39722988942114e-07 1.42084e-06 0 0 0 0 0 0
G17161 3.81924614231215e-07 9.6902e-07 0 0 0 0 0 0
G17162 2.08386418983686e-06 3.67645e-06 0 0 0 0 0 0
G17163 1.51721471125079e-06 3.09354e-06 0 0 0 0 0 0
G17164 3.5753780455252e-07 8.52695e-07 0 0 0 23 0 34
G17165 1.82042216624818e-07 1.04146e-10 0 0 0 0 0 0
G17166 2.63124874774462e-07 1.04146e-10 0 0 0 0 0 0
G17167 1.65334135768704e-06 5.83034e-06 0 0 10 0 12 0
G17168 1.45630679354563e-06 2.32023e-06 0 0 0 1 0 0
G17169 4.89409684205212e-07 1.42086e-06 0 0 0 0 0 0
G17170 5.98892007915795e-07 2.31421e-06 0 0 0 0 0 1
G17171 5.5847893847582e-07 1.04146e-10 0 0 0 0 0 0
G17172 3.43565580554337e-07 2.13504e-07 0 0 0 0 0 0
G17173 7.5939801660379e-07 1.04146e-10 0 0 0 0 0 1
G17174 3.95188911830709e-07 1.6763e-06 0 0 0 0 0 0
G17175 7.75837259956465e-07 1.04146e-10 0 0 0 0 0 1
G17176 4.91987852446924e-07 1.04146e-10 0 0 0 0 0 0
G17177 5.5339558291018e-07 1.52597e-06 0 0 0 0 0 0
G17178 1.82800632354115e-07 1.04146e-10 0 0 0 0 1 0
G17179 2.79405661469401e-06 4.94306e-06 0 0 0 0 0 0
G17180 3.66340801699039e-07 8.46625e-07 0 0 0 0 0 0
G17181 6.20600716985595e-07 9.68582e-07 0 0 0 0 0 0
G17182 5.90963727915075e-07 1.04146e-10 0 0 0 0 0 0
G17183 1.06812971329198e-06 2.57869e-06 0 0 10 0 20 0
G17184 9.8792230051826e-07 2.62381e-06 0 0 0 0 0 0
G17185 9.4057430313555e-07 2.73388e-06 0 0 0 5 0 10
G17186 1.28998644101816e-06 3.23599e-06 0 0 0 0 0 0
G17187 1.51287209260646e-06 1.65529e-06 0 0 0 0 0 0
G17188 4.59571866358552e-08 1.04146e-10 0 0 0 0 0 0
G17189 4.6389864425391e-07 1.8582e-06 0 0 0 0 1 0
G17190 1.63405638982093e-06 1.16618e-06 0 0 0 0 0 0
G17191 9.74697438581445e-07 7.42465e-07 0 0 0 0 0 0
G17192 2.57988692217294e-07 1.04146e-10 0 0 0 0 0 0
G17193 1.08464270219195e-06 1.52975e-06 0 0 0 0 0 0
G17194 1.24119985463578e-06 8.21587e-07 0 0 0 0 0 0
G17195 1.85470217148069e-06 9.0835e-07 0 0 0 0 0 0
G17196 1.38557078993056e-07 1.04146e-10 0 0 0 0 0 0
G17197 7.01552795683135e-07 1.44456e-06 0 0 0 0 0 0
G17198 1.5954739213642e-06 2.60182e-06 0 0 0 1 0 0
G17199 2.7425299221046e-06 5.34502e-06 1 0 0 0 0 0
G17200 1.47154999395582e-06 3.31068e-06 0 0 0 0 0 1
G17201 1.30218070689159e-06 3.82939e-06 0 0 0 1 0 4
G17202 1.17268963846276e-06 3.00053e-06 0 0 0 0 0 0
G17203 1.34826233320483e-07 1.04146e-10 0 0 19 0 19 0
G17204 1.19127024291098e-06 2.35271e-06 0 0 0 0 0 0
G17205 2.25665210494227e-06 4.48325e-06 0 0 0 0 0 0
G17206 2.14429963974683e-06 3.85667e-06 0 0 0 0 0 0
G17207 2.52074202074782e-06 5.54792e-06 0 0 0 0 0 0
G17208 1.24044206108747e-07 1.04146e-10 0 0 0 0 0 0
G17209 2.48379825591611e-06 5.83294e-06 0 0 0 0 0 0
G17210 1.69661090131895e-06 6.59147e-06 0 0 0 0 0 0
G17211 2.09255864571869e-06 5.69908e-06 0 0 0 0 0 0
G17212 1.6936679763228e-06 7.32524e-06 0 0 1 0 0 0
G17213 4.10925488797177e-07 7.34767e-07 0 0 0 0 0 0
G17214 6.2413225626077e-07 1.44094e-06 0 0 0 0 0 0
G17215 8.6636942613985e-07 2.00346e-06 1 1 0 0 0 0
G17216 9.4669233121308e-07 1.04146e-10 0 0 0 0 0 1
G17217 9.11528953672625e-07 1.04146e-10 0 0 0 0 0 0
G17218 1.70951929300308e-06 1.92182e-06 0 0 0 2 0 3
G17219 8.89001846320585e-07 1.68649e-06 0 0 0 18 0 3
G17220 4.35418653453989e-06 1.90433e-05 0 0 0 0 0 0
G17221 5.21090732902095e-07 8.81701e-07 0 0 0 0 0 0
G17222 7.6407686933802e-07 4.09685e-06 0 0 0 0 0 0
G17223 1.44735766504142e-06 1.98923e-06 0 0 0 0 0 0
G17224 1.80452602844574e-06 2.43297e-06 0 0 0 0 0 0
G17225 7.1095391900123e-07 1.4747e-06 0 0 0 0 0 0
G17226 2.43109521908372e-07 1.4109e-06 0 0 0 0 0 0
G17227 2.02948803041089e-07 1.60313e-06 0 0 2 0 3 0
G17228 1.65119265561184e-07 1.79391e-06 0 0 0 0 0 0
G17229 3.24889703831749e-07 2.38921e-06 0 0 0 0 0 0
G17230 1.17708730955705e-06 1.04146e-10 0 0 0 0 0 0
G17231 1.07719253471739e-06 1.04146e-10 0 0 0 0 0 0
G17232 3.85558797515034e-07 1.04146e-10 0 0 0 0 0 0
G17233 9.77851996086545e-07 1.04146e-10 0 0 0 0 0 0
G17234 1.18556718810818e-06 1.20443e-06 0 0 0 0 0 0
G17235 8.95768842115775e-07 1.24781e-06 0 0 0 0 0 0
G17236 4.7303798386253e-07 1.04146e-10 0 0 1 0 0 0
G17237 5.9259661651887e-07 4.44857e-07 0 0 0 0 0 0
G17238 4.01021387624502e-07 1.04146e-10 0 0 0 0 0 0
G17239 6.7300572873871e-07 1.04146e-10 0 0 0 0 0 0
G17240 3.1795469796794e-07 4.10553e-07 0 0 1 0 3 0
G17241 9.93200479445165e-07 1.54208e-07 0 0 0 0 0 0
G17242 1.00816862986271e-06 3.64792e-06 0 0 0 0 3 0
G17243 9.59774912978075e-07 1.17399e-06 0 0 0 0 0 0
G17244 1.01839510409387e-06 6.52875e-07 0 0 0 0 0 0
G17245 9.49380640054025e-07 1.51559e-06 0 0 0 0 0 0
G17246 1.28300488393219e-06 1.04146e-10 0 0 0 0 0 0
G17247 5.38389273179625e-07 8.06844e-08 0 0 0 0 0 0
G17248 4.75631829073418e-07 1.04146e-10 1 0 0 0 0 0
G17249 1.86021349836105e-06 7.51322e-07 0 0 2 0 1 0
G17250 8.84387144506055e-07 4.26454e-07 0 0 0 1 0 4
G17251 7.06705513150565e-07 1.21192e-06 0 0 9 9 12 7
G17252 8.1310565584709e-07 8.49292e-07 0 0 0 0 0 0
G17253 8.4931534774437e-07 1.04146e-10 0 0 0 0 0 0
G17254 1.34574220967659e-06 1.23562e-06 0 0 0 0 0 0
G17255 9.08811890905065e-07 1.23297e-06 0 0 0 0 0 0
G17256 6.7841579426733e-07 1.16984e-06 0 0 0 0 0 0
G17257 7.8851888465587e-07 2.05906e-08 0 0 4 0 3 0
G17258 6.32957603595445e-07 1.19408e-06 0 0 0 0 0 0
G17259 3.60697442096707e-07 1.04146e-10 0 0 2 0 0 0
G17260 3.48744062750664e-07 3.57568e-07 0 0 0 0 0 0
G17261 4.63317694612374e-07 1.04146e-10 0 0 0 1 0 0
G17262 3.63197850884324e-07 2.98188e-09 0 0 0 13 0 26
G17263 5.10494102171385e-06 1.47143e-05 0 0 0 0 0 0
G17264 1.94433841867271e-06 7.45958e-06 0 0 0 0 0 0
G17265 1.48342861416372e-06 2.40612e-06 0 0 0 0 0 0
G17266 1.47635560422687e-06 9.04956e-07 0 0 0 0 0 0
G17267 1.54172581765054e-06 1.04146e-10 0 0 0 2 2 0
G17268 2.4900866558001e-06 8.56394e-06 0 0 0 16 0 23
G17269 2.95246374476387e-06 9.81299e-06 0 0 0 0 0 0
G17270 3.16911316841806e-06 1.98723e-06 0 0 0 0 0 0
G17271 3.26693171509812e-06 7.10486e-06 0 0 2 0 0 0
G17272 2.91976824003551e-06 8.40196e-06 0 0 0 0 0 0
G17273 3.50050025636316e-07 1.08119e-06 0 0 0 0 0 0
G17274 3.59121571481101e-07 1.34162e-06 0 0 0 2 0 0
G17275 5.0449786881752e-07 2.46207e-06 0 0 0 0 0 0
G17276 2.64900871002614e-06 3.15244e-06 0 0 0 0 0 0
